roll_no,grade,name,points,school,section,friends,updated_at
663,9,Fern Moen,37,School 7,Section Section 2,"77, 154, 269, 303, 555, 692, 743, 793, 953",2023-06-09 03:16:22.784971+00:00
664,11,Adan Rohan,24,School 7,Section Section 1,"167, 295, 530, 833",2023-06-09 09:58:02.786361+00:00
665,9,Wade Ebert,18,School 7,Section Section 4,"241, 516, 666, 855, 935, 954",2023-06-15 21:51:07.787888+00:00
666,9,Luis Haley,60,School 7,Section Section 1,"291, 299, 474, 502, 524, 648, 656, 665, 840, 853, 890, 912",2023-07-02 10:53:37.789501+00:00
667,11,Jan Little,87,School 7,Section Section 4,"26, 113, 248, 385, 544, 738, 752, 946",2023-06-15 16:07:40.791031+00:00
668,11,Mavis Jast,71,School 7,Section Section 3,"28, 322, 433, 780",2023-07-25 21:17:18.792393+00:00
669,9,Clay Cole,48,School 7,Section Section 1,"55, 173, 182, 605, 659, 883, 948",2023-07-01 01:20:21.793927+00:00
670,11,Avery Batz,0,School 7,Section Section 2,"105, 167, 335, 435, 517",2023-06-14 10:38:01.795315+00:00
671,10,Alba Bosco,35,School 7,Section Section 2,"47, 208, 276, 334, 506, 519, 556, 627, 909",2023-06-11 10:53:32.796833+00:00
672,11,Pat Hirthe,59,School 7,Section Section 2,"292, 295, 307, 394, 460, 656, 762",2023-06-08 08:00:01.798262+00:00
673,12,Dovie Jast,92,School 7,Section Section 3,"248, 347, 577, 698, 882, 923",2023-06-30 18:50:41.799672+00:00
674,12,Dena Purdy,45,School 7,Section Section 4,"15, 361, 482, 625, 927",2023-07-08 17:29:42.801141+00:00
675,10,Dee Rau,97,School 7,Section Section 3,"319, 389, 390, 426, 490, 836, 888, 973",2023-07-21 02:46:06.802539+00:00
676,9,Adan Rohan,49,School 7,Section Section 3,"23, 300",2023-06-05 19:56:25.804113+00:00
677,11,Gabe Stamm,91,School 7,Section Section 1,"126, 304, 313, 403, 552",2023-05-26 17:34:21.805507+00:00
678,12,Kira Walsh,16,School 7,Section Section 3,"13, 67, 250, 256, 460, 569, 659, 713, 745, 778, 783, 980",2023-07-25 16:16:53.806894+00:00
679,11,Deja Lemke,12,School 7,Section Section 2,"9, 227, 917, 943, 958",2023-06-15 07:19:09.808568+00:00
680,10,Tod Hintz,15,School 7,Section Section 4,"1, 113, 328, 532, 800, 909",2023-07-17 06:54:42.809960+00:00
681,10,Zane Runte,11,School 7,Section Section 3,"264, 499, 602, 923",2023-07-03 00:13:49.811337+00:00
682,12,Felipa Von,100,School 7,Section Section 2,"14, 32, 210, 294, 603, 870",2023-07-10 11:56:42.812870+00:00
683,11,Jan Little,50,School 7,Section Section 4,"12, 38, 120, 232, 470, 528, 568, 929",2023-07-01 15:07:01.814256+00:00
684,10,Emil Hills,13,School 7,Section Section 1,"85, 183, 248, 506, 539, 916, 931",2023-07-06 02:34:53.815615+00:00
685,10,Pat Hirthe,86,School 7,Section Section 2,"8, 28, 62, 302, 377, 420, 463, 702, 827",2023-07-02 23:33:46.816971+00:00
686,10,Clay Cole,13,School 7,Section Section 1,"225, 342, 477, 506, 617, 818",2023-06-08 18:27:28.818348+00:00
687,10,Alba Bosco,37,School 7,Section Section 2,"52, 231, 363, 492, 495, 697, 762, 906, 961",2023-06-23 13:25:44.819906+00:00
688,10,Mara Crona,29,School 7,Section Section 4,"28, 84, 196, 289, 560, 909",2023-07-03 06:30:34.821282+00:00
689,11,Ottis Torp,9,School 7,Section Section 3,"13, 24, 223, 287, 290, 337, 785, 875",2023-07-23 04:29:09.822638+00:00
690,11,Franz Huel,35,School 7,Section Section 2,"14, 235, 256, 292, 516, 759, 833, 907, 999",2023-06-10 11:23:06.824138+00:00
691,9,Rae Mills,20,School 7,Section Section 4,"28, 46, 93, 406, 436",2023-05-30 19:16:09.825508+00:00
692,11,Jena Mraz,58,School 7,Section Section 3,"50, 52, 310, 555, 593, 663, 978",2023-06-27 19:40:44.826860+00:00
693,12,Keanu Yost,39,School 7,Section Section 4,"81, 295, 500, 620, 864",2023-06-14 05:25:44.828435+00:00
694,9,Sim Parker,81,School 7,Section Section 1,"288, 322, 353, 782, 937, 976",2023-06-27 10:20:35.829943+00:00
695,10,Eva Hammes,50,School 7,Section Section 1,"99, 471, 529, 559, 575, 724, 743",2023-07-25 04:56:15.831316+00:00
696,10,Vidal King,73,School 7,Section Section 1,"67, 183, 511, 584, 810, 890, 985",2023-07-14 13:14:49.833077+00:00
697,11,Gabe Stamm,30,School 7,Section Section 2,"123, 446, 687, 699",2023-07-09 04:11:23.834507+00:00
698,12,Vada Koss,46,School 7,Section Section 4,"19, 207, 332, 673, 935",2023-06-01 07:16:13.836034+00:00
699,12,Clay Cole,10,School 7,Section Section 2,"119, 274, 570, 600, 697, 797",2023-07-21 08:01:11.837482+00:00
700,9,Ayden Moen,10,School 7,Section Section 4,"84, 118, 183, 259, 276, 296",2023-07-12 01:06:22.839044+00:00
701,9,Zane Runte,23,School 8,Section Section 1,"387, 712, 784",2023-06-20 21:46:24.840550+00:00
702,11,Jena Mraz,44,School 8,Section Section 2,"41, 137, 293, 543, 594, 685, 948",2023-06-06 20:21:31.841929+00:00
703,10,Fleta Batz,73,School 8,Section Section 2,"126, 451, 653, 990",2023-06-11 06:37:56.843316+00:00
704,10,Ari Feeney,14,School 8,Section Section 4,"43, 301, 359, 962",2023-06-15 07:47:03.844730+00:00
705,11,Kody Morar,33,School 8,Section Section 2,"426, 578, 745, 766, 816, 846, 892",2023-06-07 14:25:09.846097+00:00
706,9,Velva Lind,47,School 8,Section Section 1,"268, 506, 658, 799, 971",2023-06-21 11:26:55.851265+00:00
707,9,Velva Rowe,82,School 8,Section Section 4,"32, 295, 310, 317, 430, 725, 944, 990",2023-06-10 08:31:41.852936+00:00
708,11,Jan Little,25,School 8,Section Section 4,"23, 70, 419, 498",2023-07-16 15:06:31.854449+00:00
709,9,Wendy Mohr,70,School 8,Section Section 1,"128, 412, 465, 802, 965, 994",2023-07-09 18:31:40.856108+00:00
710,12,Elena Lind,81,School 8,Section Section 2,"6, 372, 468, 888",2023-07-02 23:21:23.857680+00:00
711,10,Bell Walsh,39,School 8,Section Section 4,"72, 127, 334",2023-07-02 14:46:49.859158+00:00
712,10,Tina Smith,26,School 8,Section Section 1,"277, 564, 578, 701, 740, 805",2023-06-27 03:03:14.860644+00:00
713,12,Lilla Beer,39,School 8,Section Section 4,"3, 175, 334, 384, 549, 678, 741, 889",2023-07-20 18:18:52.862029+00:00
714,9,Emil Hills,87,School 8,Section Section 4,"297, 439, 595, 818, 900",2023-07-10 23:22:08.863442+00:00
715,10,Dee Rau,65,School 8,Section Section 3,"76, 147, 190, 226, 538, 541",2023-07-24 06:15:55.864861+00:00
716,11,Tom Lakin,74,School 8,Section Section 3,"45, 381, 400, 474, 519, 862, 893",2023-07-11 03:58:17.866226+00:00
717,10,Neva Batz,42,School 8,Section Section 1,"354, 486, 648, 752, 811, 852",2023-07-17 15:52:42.867588+00:00
718,10,Dean Lang,32,School 8,Section Section 4,"10, 183, 352, 364, 425, 449, 498, 526, 537, 549, 722, 743, 761, 989",2023-06-21 18:32:33.869203+00:00
719,12,Cale Lang,41,School 8,Section Section 4,"94, 189, 257, 394",2023-06-12 02:48:41.870748+00:00
720,11,Jan Little,23,School 8,Section Section 2,"35, 138, 206, 599, 765, 793, 831, 950, 987",2023-05-29 05:35:07.872118+00:00
721,10,Mya Rath,13,School 8,Section Section 3,"31, 212, 291, 904, 948",2023-07-16 09:42:51.873506+00:00
722,10,Nakia Hane,81,School 8,Section Section 4,"718, 851, 909, 919, 953, 963",2023-07-20 13:46:53.875012+00:00
723,12,Dee Hand,53,School 8,Section Section 2,"510, 616, 732, 972",2023-06-23 09:20:03.876410+00:00
724,11,Janae Mohr,63,School 8,Section Section 4,"203, 205, 274, 371, 627, 695, 858",2023-07-22 00:22:41.877790+00:00
725,9,Alba Bosco,66,School 8,Section Section 2,"107, 429, 550, 649, 707, 735, 800, 842",2023-07-02 23:37:16.879266+00:00
726,12,Retha Toy,66,School 8,Section Section 1,"64, 215, 541, 786, 950",2023-07-20 06:38:44.880633+00:00
727,9,Arvid Bode,17,School 8,Section Section 2,"282, 302, 422, 442, 603, 767, 880",2023-06-03 15:33:02.881998+00:00
728,12,Guy Ward,22,School 8,Section Section 3,"6, 198, 558, 587, 885",2023-07-03 09:28:43.883539+00:00
729,10,Nova Haag,72,School 8,Section Section 2,"3, 364, 429, 596, 788, 940",2023-06-11 19:02:04.884941+00:00
730,9,Dean Lang,86,School 8,Section Section 3,"136, 170, 303, 396",2023-07-18 12:49:58.886296+00:00
731,11,Mara Crona,84,School 8,Section Section 1,"21, 93, 234, 395, 871, 905, 968",2023-05-28 00:43:58.887811+00:00
732,12,Dee Rau,53,School 8,Section Section 3,"149, 317, 723, 740, 810, 998",2023-07-22 14:03:11.889443+00:00
733,11,Fern Moen,86,School 8,Section Section 2,"23, 333, 365, 417, 537, 797, 827",2023-07-23 15:37:19.890984+00:00
734,12,Ted Rogahn,33,School 8,Section Section 4,"13, 86, 129, 448, 617, 797",2023-07-14 06:34:49.892395+00:00
735,9,Franz Huel,59,School 8,Section Section 2,"47, 181, 231, 283, 436, 492, 592, 598, 725",2023-06-29 04:53:11.893799+00:00
736,10,Vidal King,25,School 8,Section Section 4,"229, 256, 284, 451",2023-07-14 12:18:48.895350+00:00
737,11,Kale Moen,39,School 8,Section Section 1,"50, 238, 282, 494, 783, 838, 931",2023-06-26 13:50:17.896857+00:00
738,10,Era Heaney,94,School 8,Section Section 3,"118, 204, 576, 638, 667, 897",2023-06-20 05:15:00.898227+00:00
739,11,Lacey Hahn,56,School 8,Section Section 4,"240, 276, 471, 524, 531, 556, 751, 788, 908",2023-07-04 15:56:27.899817+00:00
740,11,Ryley Beer,65,School 8,Section Section 4,"30, 81, 324, 712, 732, 819, 836",2023-07-16 03:05:22.901226+00:00
741,10,Retha Toy,94,School 8,Section Section 3,"250, 595, 713, 876, 971",2023-06-10 10:13:42.902598+00:00
742,11,Sim Parker,78,School 8,Section Section 2,"46, 138, 210, 457, 570, 592, 643, 751, 997",2023-06-27 22:16:13.904392+00:00
743,11,Avery Batz,65,School 8,Section Section 4,"55, 337, 579, 663, 695, 718, 936",2023-07-14 08:02:07.905803+00:00
744,9,Mara Crona,23,School 8,Section Section 1,"43, 121, 482, 507, 596",2023-06-27 11:53:09.907210+00:00
745,9,Pat Hirthe,96,School 8,Section Section 2,"30, 392, 560, 639, 678, 705, 784, 802, 858",2023-07-23 21:10:48.908596+00:00
746,11,Dee Hand,26,School 8,Section Section 3,"134, 186, 292, 492, 510, 520, 598, 937",2023-07-01 01:10:07.909997+00:00
747,9,Lola Purdy,17,School 8,Section Section 2,"17, 70, 280, 533, 589, 651, 805, 968",2023-07-08 09:28:19.911582+00:00
748,10,Mina Feil,43,School 8,Section Section 2,"99, 306, 318, 635, 881, 953",2023-06-21 03:34:31.912970+00:00
749,11,Tina Smith,83,School 8,Section Section 1,"209, 413, 416, 424, 526, 775, 812",2023-06-13 04:52:41.914365+00:00
750,12,Mia Mraz,7,School 8,Section Section 1,"60, 476, 611, 758, 965",2023-06-04 18:21:27.915773+00:00
751,11,Rod Carter,63,School 8,Section Section 4,"69, 127, 167, 387, 560, 629, 739, 742, 942, 1000",2023-06-08 20:54:28.917323+00:00
752,9,Clay Cole,28,School 8,Section Section 2,"39, 162, 639, 640, 667, 717, 948",2023-06-07 20:02:52.918703+00:00
753,10,Mara Crona,18,School 8,Section Section 1,"42, 209, 315, 496, 860",2023-06-05 12:53:58.920161+00:00
754,11,Tom Jacobs,34,School 8,Section Section 1,"127, 167, 323, 346, 505, 850, 997, 1000",2023-07-04 00:23:31.921523+00:00
755,11,Judy Hills,34,School 8,Section Section 1,"119, 364, 380, 460, 516, 521, 866, 918",2023-07-04 14:58:30.922920+00:00
756,9,Gabe Stamm,39,School 8,Section Section 1,"107, 117, 156, 216, 292, 527",2023-07-10 09:52:04.924452+00:00
757,11,Dean Lang,5,School 8,Section Section 3,"285, 383, 619, 820, 896",2023-05-27 16:20:16.926103+00:00
758,10,Lelah Wiza,67,School 8,Section Section 1,"457, 463, 509, 538, 603, 605, 651, 750",2023-06-28 17:38:50.927515+00:00
759,9,Bell Walsh,59,School 8,Section Section 3,"225, 314, 389, 690, 829",2023-05-29 02:28:22.928964+00:00
760,11,Jan Little,39,School 8,Section Section 4,"142, 187, 205, 264, 339, 455, 461, 485, 799, 893",2023-07-18 22:49:27.930481+00:00
761,9,Jan Little,63,School 8,Section Section 4,"15, 424, 718, 990",2023-07-16 19:04:42.931956+00:00
762,9,Russ Lang,5,School 8,Section Section 2,"147, 659, 672, 687, 875, 957",2023-06-27 03:40:21.933363+00:00
763,9,Erna Huels,85,School 8,Section Section 2,"6, 180, 223, 357, 781",2023-07-21 19:37:48.934838+00:00
764,10,Sim Parker,73,School 8,Section Section 2,"200, 277, 867, 891",2023-07-19 06:54:40.936514+00:00
765,9,Brad Walsh,21,School 8,Section Section 2,"163, 272, 523, 618, 720, 856",2023-07-10 05:51:15.938069+00:00
766,11,Wade Ebert,34,School 8,Section Section 1,"60, 66, 221, 541, 598, 705, 767",2023-06-13 05:10:02.940019+00:00
767,12,Dee Rau,5,School 8,Section Section 4,"86, 270, 602, 642, 654, 727, 766, 996",2023-07-24 11:25:50.941703+00:00
768,10,Mavis Jast,85,School 8,Section Section 1,"99, 138, 147, 481, 659, 917, 974",2023-07-24 22:21:01.943282+00:00
769,10,Deja Lemke,35,School 8,Section Section 3,"91, 328, 526, 809, 873, 891, 932",2023-07-06 12:06:09.944745+00:00
770,12,Kody Morar,6,School 8,Section Section 3,"76, 312, 464, 560, 632, 797, 819",2023-07-26 02:19:56.946189+00:00
771,10,Ottis Torp,27,School 8,Section Section 1,"213, 308, 382, 513, 535, 640, 783",2023-07-21 12:38:33.947565+00:00
772,9,Nakia Hane,36,School 8,Section Section 2,"312, 964",2023-07-11 12:07:52.948937+00:00
773,9,Myra Runte,45,School 8,Section Section 3,"175, 197, 366, 455, 619, 990",2023-05-26 20:35:57.950459+00:00
774,12,Dee Hand,86,School 8,Section Section 3,"44, 214",2023-06-23 17:17:57.951871+00:00
775,10,Vida Wyman,14,School 8,Section Section 4,"190, 344, 577, 749, 885",2023-06-16 18:21:19.953366+00:00
776,11,Tod Hintz,59,School 8,Section Section 2,"109, 156, 535, 596, 950",2023-06-21 13:19:55.954758+00:00
777,11,Myra Runte,38,School 8,Section Section 4,"322, 614, 877, 947",2023-06-21 19:18:43.956155+00:00
778,9,Nakia Hane,78,School 8,Section Section 4,"18, 59, 164, 439, 458, 465, 589, 592, 678",2023-07-25 21:34:51.957571+00:00
779,12,Cora Mills,21,School 8,Section Section 2,"77, 362, 423, 585",2023-07-25 06:27:49.958985+00:00
780,11,Mara Crona,82,School 8,Section Section 1,"39, 71, 243, 406, 668, 834, 919, 966",2023-07-12 19:13:20.960369+00:00
781,11,Dora O'Kon,58,School 8,Section Section 2,"87, 112, 260, 398, 545, 624, 763, 845",2023-06-04 11:18:15.961876+00:00
782,10,Larue Metz,74,School 8,Section Section 1,"12, 68, 244, 538, 694, 851",2023-06-21 23:07:26.963375+00:00
783,12,Niko Bosco,56,School 8,Section Section 3,"79, 306, 394, 464, 520, 603, 678, 737, 771",2023-06-15 21:18:12.964738+00:00
784,12,Franz Huel,3,School 8,Section Section 4,"65, 77, 88, 467, 701, 745, 857",2023-06-20 02:33:08.966146+00:00
785,10,Ryley Beer,97,School 8,Section Section 2,"183, 214, 262, 689, 896",2023-07-20 06:19:20.967584+00:00
786,9,Rod Carter,16,School 8,Section Section 1,"253, 353, 370, 726, 859, 906",2023-06-15 09:02:33.969087+00:00
787,12,Ryley Beer,39,School 8,Section Section 1,"354, 366, 830, 895",2023-05-31 10:00:43.970447+00:00
788,10,Lia Ferry,48,School 8,Section Section 1,"29, 57, 522, 729, 739, 843",2023-07-04 08:02:31.971841+00:00
789,10,Rod Cremin,100,School 8,Section Section 3,"130, 138, 174, 451, 523, 524, 802, 943, 965",2023-07-21 05:07:22.973208+00:00
790,11,Judy Hills,8,School 8,Section Section 3,"77, 100, 134, 184, 199, 870, 932",2023-07-15 02:43:03.974555+00:00
791,12,Rae Mills,37,School 8,Section Section 1,"49, 844, 846",2023-06-10 08:07:47.976401+00:00
792,12,Ari Feeney,93,School 8,Section Section 4,"40, 103, 239, 278, 352, 461, 489",2023-06-21 14:21:14.977796+00:00
793,9,Alene Hane,100,School 8,Section Section 3,"26, 281, 283, 356, 450, 503, 642, 663, 720, 907",2023-07-23 19:04:14.979158+00:00
794,10,Era Heaney,7,School 8,Section Section 4,"207, 323, 863",2023-06-11 22:20:27.980545+00:00
795,11,Cale Lang,97,School 8,Section Section 2,"131, 941",2023-06-07 16:14:06.981943+00:00
796,11,Jena Mraz,70,School 8,Section Section 3,"57, 388, 405, 410, 438, 448",2023-06-19 05:10:53.983445+00:00
797,12,Myra Runte,93,School 8,Section Section 2,"229, 286, 699, 733, 734, 770, 932",2023-06-21 08:42:24.984819+00:00
798,10,Fern Moen,46,School 8,Section Section 4,"81, 202, 297, 319, 645, 830, 892",2023-06-20 01:03:11.986432+00:00
799,12,Nova Haag,33,School 8,Section Section 4,"207, 324, 461, 606, 706, 760, 821, 971",2023-05-29 17:56:46.988083+00:00
800,12,Nico Dare,5,School 8,Section Section 1,"37, 548, 565, 680, 725, 975",2023-06-11 00:36:54.989733+00:00
801,9,Wade Ebert,11,School 9,Section Section 2,"234, 335, 440, 943",2023-06-10 10:13:13.991351+00:00
802,10,Jade Kihn,52,School 9,Section Section 3,"155, 412, 424, 709, 745, 789",2023-06-21 04:53:43.992777+00:00
803,10,Kira Walsh,64,School 9,Section Section 2,"3, 233, 413, 446, 547",2023-07-16 11:19:14.994178+00:00
804,10,Rene Smith,80,School 9,Section Section 2,"71, 240, 435, 526, 596, 876, 885, 909",2023-06-25 03:07:54.995604+00:00
805,10,Clay Cole,39,School 9,Section Section 3,"103, 336, 347, 377, 550, 712, 747, 820, 871, 883, 893",2023-06-14 17:13:08.996999+00:00
806,11,Dee Hand,69,School 9,Section Section 2,"8, 149, 202, 573, 835",2023-07-21 14:46:48.998399+00:00
807,10,Dora O'Kon,44,School 9,Section Section 2,"69, 286, 951",2023-07-17 01:34:08.999919+00:00
808,9,Vince Fay,95,School 9,Section Section 2,"140, 267, 811",2023-07-17 08:46:24.001291+00:00
809,12,Ottis Torp,72,School 9,Section Section 3,"204, 397, 446, 644, 769, 997",2023-05-29 21:30:38.002749+00:00
810,10,Ryley Beer,94,School 9,Section Section 3,"163, 188, 552, 696, 732",2023-05-29 01:28:44.004152+00:00
811,11,Ryley Beer,12,School 9,Section Section 4,"32, 63, 79, 221, 444, 629, 717, 808, 864",2023-07-17 17:53:23.005549+00:00
812,10,Wade Ebert,34,School 9,Section Section 3,"44, 322, 435, 465, 650, 749, 935",2023-06-15 02:47:12.007134+00:00
813,11,Jose Nolan,21,School 9,Section Section 2,"342, 430, 489, 929, 957, 979, 983",2023-07-10 06:08:51.008672+00:00
814,11,Lloyd Koch,28,School 9,Section Section 4,"388, 422, 585, 641, 837, 875, 994",2023-07-08 10:30:16.010166+00:00
815,11,Tom Jacobs,30,School 9,Section Section 1,"56, 274",2023-06-15 05:19:28.011549+00:00
816,11,Elena Lind,22,School 9,Section Section 1,"294, 324, 705",2023-06-17 19:07:13.012933+00:00
817,12,Dovie Jast,32,School 9,Section Section 3,"196, 274, 372, 426, 818",2023-07-15 09:35:20.014368+00:00
818,11,Sim Parker,70,School 9,Section Section 2,"150, 450, 517, 686, 714, 817",2023-07-19 06:33:09.015762+00:00
819,11,Vidal King,77,School 9,Section Section 4,"128, 152, 153, 226, 444, 464, 740, 770, 925",2023-05-29 14:54:16.017157+00:00
820,10,Nico Dare,71,School 9,Section Section 2,"77, 237, 459, 465, 502, 757, 805",2023-06-27 06:40:30.018544+00:00
821,11,Dovie Jast,25,School 9,Section Section 3,"119, 121, 198, 348, 367, 628, 799, 944",2023-06-18 20:44:47.020190+00:00
822,10,Josie Rau,31,School 9,Section Section 2,"25, 46, 149, 317, 887, 944",2023-06-16 04:34:52.021587+00:00
823,10,Alene Hane,90,School 9,Section Section 3,"245, 597",2023-07-14 08:59:20.023315+00:00
824,12,Larue Metz,15,School 9,Section Section 4,"238, 254, 321, 497, 538, 591, 602, 615, 626, 994",2023-07-14 22:40:17.024982+00:00
825,12,Dale Rohan,55,School 9,Section Section 2,"8, 218, 470, 472, 514, 604",2023-05-31 09:31:00.026464+00:00
826,10,Niko Bosco,80,School 9,Section Section 4,"153, 235, 422, 451, 952",2023-07-07 04:39:17.027983+00:00
827,12,Cora Mills,7,School 9,Section Section 3,"62, 197, 315, 339, 480, 630, 685, 733, 915",2023-06-27 04:33:46.029474+00:00
828,11,Cora Mills,31,School 9,Section Section 3,"95, 246, 489, 837",2023-07-01 19:24:00.030961+00:00
829,12,Janae Mohr,24,School 9,Section Section 4,"220, 375, 759, 872",2023-06-16 11:35:11.032410+00:00
830,9,Wade Ebert,36,School 9,Section Section 4,"1, 10, 476, 787, 798, 961",2023-07-12 19:26:37.033776+00:00
831,10,Ari Feeney,60,School 9,Section Section 2,"272, 623, 720, 958",2023-06-06 11:13:55.035150+00:00
832,9,Dena Purdy,34,School 9,Section Section 4,"37, 82, 209, 349, 385",2023-06-15 14:15:16.036534+00:00
833,12,Velva Rowe,60,School 9,Section Section 1,"343, 486, 621, 664, 690",2023-05-29 05:51:08.037961+00:00
834,9,Lacey Hahn,88,School 9,Section Section 4,"76, 245, 462, 780",2023-07-08 13:30:16.039797+00:00
835,12,Adan Rohan,72,School 9,Section Section 2,"21, 118, 179, 366, 447, 480, 631, 806, 855, 953",2023-07-10 20:24:28.041312+00:00
836,12,Russ Lang,75,School 9,Section Section 4,"93, 229, 675, 740, 947",2023-07-22 02:27:38.043597+00:00
837,11,Cory Roob,71,School 9,Section Section 2,"29, 41, 255, 353, 581, 814, 828, 969",2023-05-28 20:07:15.044987+00:00
838,12,Rod Carter,83,School 9,Section Section 4,"20, 286, 393, 579, 737, 850",2023-07-18 20:53:41.046351+00:00
839,11,Lilla Beer,60,School 9,Section Section 1,"26, 436, 917, 963",2023-06-21 17:53:21.047730+00:00
840,9,Avery Batz,92,School 9,Section Section 2,"217, 265, 323, 452, 656, 666",2023-07-05 10:44:42.049253+00:00
841,10,Rene Smith,59,School 9,Section Section 3,"15, 55, 172, 317, 467, 486",2023-07-08 11:39:13.050627+00:00
842,10,Jena Mraz,16,School 9,Section Section 4,"643, 644, 725",2023-06-10 18:02:48.052254+00:00
843,10,Myra Runte,96,School 9,Section Section 3,"128, 258, 300, 433, 521, 788, 854, 930",2023-07-15 15:38:56.053768+00:00
844,9,Jose Nolan,20,School 9,Section Section 1,"180, 362, 791",2023-06-10 19:47:13.055188+00:00
845,10,Nico Dare,91,School 9,Section Section 4,"277, 508, 781, 989",2023-07-24 20:21:26.056716+00:00
846,10,Rene Smith,6,School 9,Section Section 1,"163, 291, 705, 791",2023-07-02 02:37:32.058326+00:00
847,9,Dora O'Kon,22,School 9,Section Section 4,"427, 636",2023-07-05 05:54:03.059704+00:00
848,10,Pat Hirthe,56,School 9,Section Section 4,"43, 350, 598, 614",2023-07-11 08:38:53.061083+00:00
849,12,Jose Nolan,73,School 9,Section Section 4,"75, 353, 397, 439, 587, 606",2023-06-25 03:17:32.062578+00:00
850,11,Gabe Stamm,10,School 9,Section Section 2,"190, 226, 754, 838",2023-07-23 10:14:46.063962+00:00
851,11,Retha Toy,78,School 9,Section Section 3,"33, 185, 367, 398, 483, 577, 722, 782, 957",2023-06-19 21:42:49.065322+00:00
852,10,Elena Lind,14,School 9,Section Section 1,"208, 422, 448, 717, 887, 952",2023-07-17 21:54:55.066784+00:00
853,12,Emil Hills,98,School 9,Section Section 3,"54, 85, 104, 520, 550, 666, 977",2023-06-01 10:49:22.068179+00:00
854,12,Lelah Wiza,54,School 9,Section Section 3,"94, 207, 227, 450, 490, 516, 843, 898, 965",2023-07-03 23:22:08.069689+00:00
855,12,Ayden Moen,52,School 9,Section Section 2,"1, 64, 526, 665, 835, 909",2023-06-15 14:09:03.071089+00:00
856,11,Buck Auer,67,School 9,Section Section 2,"424, 446, 577, 765, 898, 912",2023-07-14 07:21:06.072488+00:00
857,12,Dora O'Kon,45,School 9,Section Section 1,"166, 214, 784",2023-07-12 16:45:02.075343+00:00
858,12,Ottis Torp,88,School 9,Section Section 3,"405, 516, 553, 618, 724, 745",2023-06-06 17:15:57.076759+00:00
859,9,Dora O'Kon,42,School 9,Section Section 2,"86, 129, 139, 356, 385, 584, 786",2023-06-13 09:36:52.078275+00:00
860,10,Russ Lang,53,School 9,Section Section 4,"485, 616, 620, 655, 753, 999",2023-05-28 05:38:09.079734+00:00
861,12,Arvid Bode,23,School 9,Section Section 3,"10, 242, 255, 427, 453, 493, 912, 922",2023-06-27 06:46:56.081139+00:00
862,12,Roel Jones,78,School 9,Section Section 3,"88, 93, 201, 359, 658, 716",2023-07-21 12:36:00.082509+00:00
863,10,Sim Parker,1,School 9,Section Section 4,"78, 114, 199, 361, 400, 453, 531, 794, 957",2023-07-25 21:35:39.083912+00:00
864,10,Angie Beer,92,School 9,Section Section 4,"373, 459, 631, 693, 811",2023-07-25 11:30:37.085317+00:00
865,10,Kale Moen,16,School 9,Section Section 4,"23, 199, 587",2023-06-26 11:17:17.086795+00:00
866,9,Rod Cremin,46,School 9,Section Section 4,"510, 565, 595, 651, 656, 755",2023-06-01 01:24:40.088930+00:00
867,10,Cora Mills,44,School 9,Section Section 4,"52, 379, 516, 591, 602, 608, 630, 764, 905",2023-06-20 05:53:30.090381+00:00
868,11,Elena Lind,46,School 9,Section Section 3,"436, 905, 964",2023-07-24 16:57:13.091989+00:00
869,9,Dixie Beer,26,School 9,Section Section 1,"18, 236, 967, 989",2023-07-25 07:19:24.093444+00:00
870,10,Jena Mraz,57,School 9,Section Section 3,"31, 160, 328, 592, 682, 790",2023-06-24 22:27:19.094833+00:00
871,9,Keanu Yost,8,School 9,Section Section 1,"49, 564, 731, 805",2023-06-09 15:18:42.096203+00:00
872,11,Jade Kihn,70,School 9,Section Section 4,"829, 880, 893",2023-07-03 21:19:38.097546+00:00
873,12,Lelah Wiza,64,School 9,Section Section 1,"340, 475, 660, 769",2023-07-21 16:40:44.098908+00:00
874,12,Aylin Kihn,50,School 9,Section Section 2,"233, 439, 585, 594, 952",2023-06-16 05:24:06.100709+00:00
875,11,Vada Koss,84,School 9,Section Section 1,"42, 79, 128, 281, 642, 689, 762, 814",2023-06-26 10:54:58.102121+00:00
876,9,Dora O'Kon,87,School 9,Section Section 2,"348, 741, 804",2023-07-09 08:09:59.103484+00:00
877,10,Rod Carter,41,School 9,Section Section 1,"69, 164, 365, 392, 400, 494, 537, 777",2023-07-12 05:48:11.104833+00:00
878,10,Nakia Hane,77,School 9,Section Section 4,"15, 159, 160, 253, 357, 465",2023-06-10 19:30:41.106335+00:00
879,12,Gabe Stamm,64,School 9,Section Section 1,"88, 531",2023-06-03 01:03:40.107684+00:00
880,11,Cale Lang,65,School 9,Section Section 3,"358, 727, 872, 883, 919",2023-06-19 16:11:15.109211+00:00
881,9,Ayden Moen,55,School 9,Section Section 3,"53, 115, 139, 203, 206, 470, 624, 748, 950",2023-06-02 00:50:12.110922+00:00
882,12,Franz Huel,27,School 9,Section Section 2,"105, 625, 673, 891",2023-06-22 11:02:15.112494+00:00
883,9,Fern Moen,14,School 9,Section Section 3,"122, 301, 484, 542, 669, 805, 880",2023-05-30 05:27:50.113995+00:00
884,12,Vidal King,77,School 9,Section Section 3,"157, 414, 416, 515",2023-07-12 16:37:53.115446+00:00
